asset_id,generator,zone,technology,cost_key,installed_capacity,p_min_mw,availability_factor,available_from_year,earliest_commissioning_year,fixed_commissioning_year,commissioning_type,commissioning_year_source,enabled,status,plant,plant_slug,tech,tech_name,plant_type,substation,region,edgs_scenario,edgs_earliest_commissioning_year,edgs_fixed_commissioning_year,topology,requires_hydro_asset,requires_vre_profile,commissioning_policy,builder_version
wind_waikato_generic_wind_no_71,wind,waikato,wind,wind_waikato_generic_wind_no_71,125.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 71,generic_wind_no_71,Wind,Wind,PELE,TKU,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_hapuakohe_wind_farm,wind,waikato,wind,wind_waikato_hapuakohe_wind_farm,230.000000,0.000000,1.000000,2028,2028,,flexible,edgs_earliest_commissioning_year,True,Early stages,Hapuakohe Wind Farm,hapuakohe_wind_farm,Wind,Wind,PELE,OHW,Waikato,Reference,2028,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_kaimai_wind_farm,wind,waikato,wind,wind_waikato_kaimai_wind_farm,100.000000,0.000000,1.000000,2026,2026,,flexible,edgs_fixed_commissioning_year_treated_as_candidate_availability;shifted_after_base_year,True,Early stages,Kaimai wind farm,kaimai_wind_farm,Wind,Wind,PELE,HAM,Waikato,Reference,,2025,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_taumatatotara_stage_1,wind,waikato,wind,wind_waikato_taumatatotara_stage_1,40.000000,0.000000,1.000000,2026,2026,,flexible,edgs_earliest_commissioning_year;shifted_after_base_year,True,Fully consented,Taumatatotara (Stage 1),taumatatotara_stage_1,Wind,Wind,PELE,HTI,Waikato,Reference,2025,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_waikato_te_uku,wind,waikato,wind,wind_waikato_te_uku,64.400000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Te Uku,te_uku,Wind,Wind,PELE,HAM,Waikato,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_wellington_generic_solar_<100_mw_67,solar,wellington,solar,solar_wellington_generic_solar_<100_mw_67,80.000000,0.000000,1.000000,2050,2050,,flexible,edgs_earliest_commissioning_year,True,Generic,Generic solar (<100 MW): 67,generic_solar_<100_mw_67,Solar,Solar,PELE,UHT,Wellington,Reference,2050,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_wellington_greytown_solar_farm_fnsf,solar,wellington,solar,solar_wellington_greytown_solar_farm_fnsf,175.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Greytown Solar Farm (FNSF),greytown_solar_farm_fnsf,Solar,Solar,PELE,GYT,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_wellington_greytown_solar_farm,solar,wellington,solar,solar_wellington_greytown_solar_farm,100.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_early_stages,True,Early stages,Greytown solar farm,greytown_solar_farm,Solar,Solar,PELE,GYT,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_wellington_masterton_solar_farm_nz_clearn_energy,solar,wellington,solar,solar_wellington_masterton_solar_farm_nz_clearn_energy,100.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_early_stages,True,Early stages,Masterton Solar Farm (NZ Clearn Energy),masterton_solar_farm_nz_clearn_energy,Solar,Solar,PELE,MST,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_wellington_moroa_road_solar_farm,solar,wellington,solar,solar_wellington_moroa_road_solar_farm,175.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_applied_for_consent,True,Applied for consent,Moroa Road solar farm,moroa_road_solar_farm,Solar,Solar,PELE,GYT,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
solar_wellington_wairarapa_solar_farm,solar,wellington,solar,solar_wellington_wairarapa_solar_farm,133.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_announced,True,Announced,Wairarapa solar farm,wairarapa_solar_farm,Solar,Solar,PELE,MST,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_wellington_castle_hill_wind_farm,wind,wellington,wind,wind_wellington_castle_hill_wind_farm,300.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Castle Hill wind farm,castle_hill_wind_farm,Wind,Wind,PELE,MST,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_wellington_mill_creek,wind,wellington,wind,wind_wellington_mill_creek,60.000000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,Mill Creek,mill_creek,Wind,Wind,PELE,WIL,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
wind_wellington_west_wind,wind,wellington,wind,wind_wellington_west_wind,142.600000,0.000000,1.000000,,,,existing,edgs_status_current,True,Current,West Wind,west_wind,Wind,Wind,PELE,WIL,Wellington,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
hydro_peaking_west_coast_arnold_valley_hydro,hydro_peaking,west_coast,hydro_peaking,hydro_peaking_west_coast_arnold_valley_hydro,46.000000,0.000000,1.000000,2040,2040,,flexible,assumed_from_status_consent_lapsed,True,Consent lapsed,Arnold Valley hydro,arnold_valley_hydro,HydPK,"Hydro, peaking",PELE,DOB,West Coast,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_west_coast_matakitaki_river_generic_hydro_plant,hydro_run_of_river,west_coast,hydro_run_of_river,hydro_run_of_river_west_coast_matakitaki_river_generic_hydro_plant,40.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Mātakitaki River generic hydro plant,matakitaki_river_generic_hydro_plant,HydRR,"Hydro, run of river",PELE,IGH,West Coast,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_west_coast_ngakawau_hydro_scheme,hydro_run_of_river,west_coast,hydro_run_of_river,hydro_run_of_river_west_coast_ngakawau_hydro_scheme,24.000000,0.000000,1.000000,2030,2030,,flexible,assumed_from_status_fully_consented,True,Fully consented,Ngākawau hydro scheme,ngakawau_hydro_scheme,HydRR,"Hydro, run of river",PELE,WMG,West Coast,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_west_coast_taramakau,hydro_run_of_river,west_coast,hydro_run_of_river,hydro_run_of_river_west_coast_taramakau,50.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Taramakau,taramakau,HydRR,"Hydro, run of river",PELE,IGH,West Coast,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
hydro_run_of_river_west_coast_whitcombe_river,hydro_run_of_river,west_coast,hydro_run_of_river,hydro_run_of_river_west_coast_whitcombe_river,30.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Whitcombe River,whitcombe_river,HydRR,"Hydro, run of river",PELE,IGH,West Coast,Reference,,,14,True,False,status_first,2026-09-02-central-costs-scenarios-availability
wind_west_coast_generic_wind_no_62,wind,west_coast,wind,wind_west_coast_generic_wind_no_62,75.000000,0.000000,1.000000,2035,2035,,flexible,assumed_from_status_generic,True,Generic,Generic Wind No. 62,generic_wind_no_62,Wind,Wind,PELE,WPT,West Coast,Reference,,,14,False,True,status_first,2026-09-02-central-costs-scenarios-availability
